"URI","rdf-schema#label","alias","birthDate","birthPlace_label","birthPlace","birthYear","country_label","country","deathDate","deathPlace_label","deathPlace","deathYear","era_label","era","imdbId","influenced_label","influenced","influencedBy_label","influencedBy","lccnId","mainInterest_label","mainInterest","nationality_label","nationality","notableIdea_label","notableIdea","philosophicalSchool_label","philosophicalSchool","region_label","region","religion_label","religion","soundRecording_label","soundRecording","spouse_label","spouse","viafId","description","point","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","rdf-schema#seeAlso_label","rdf-schema#seeAlso","owl#differentFrom_label","owl#differentFrom","wgs84_pos#lat","wgs84_pos#long"
"http://dbpedia.org/resource/Alan_Pratt","Alan Pratt","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Contemporary philosophy","http://dbpedia.org/resource/Contemporary_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","Existential nihilism","http://dbpedia.org/resource/Existential_nihilism","NULL","NULL","NULL","NULL","Continental philosophy","http://dbpedia.org/resource/Continental_philosophy","Western philosophy","http://dbpedia.org/resource/Western_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","American philosopher","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Alan_Watts","Alan Watts","NULL","1915-01-06","{Kent|Chislehurst}","{http://dbpedia.org/resource/Kent|http://dbpedia.org/resource/Chislehurst}","1915","NULL","NULL","1973-11-16","{California|Mount Tamalpais}","{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Mount_Tamalpais}","1973","Contemporary philosophy","http://dbpedia.org/resource/Contemporary_philosophy","NULL","{Robert Anton Wilson|Deepak Chopra|Seraphim Rose|Monica Furlong}","{http://dbpedia.org/resource/Robert_Anton_Wilson|http://dbpedia.org/resource/Deepak_Chopra|http://dbpedia.org/resource/Seraphim_Rose|http://dbpedia.org/resource/Monica_Furlong}","{Joseph Campbell|Marshall McLuhan|Timothy Leary|Carl Jung|Jiddu Krishnamurti|Ananda Coomaraswamy|D. T. Suzuki|Christmas Humphreys|Robert Theobald|Ruth Fuller Sasaki|Jean Burden|John Cage}","{http://dbpedia.org/resource/Joseph_Campbell|http://dbpedia.org/resource/Marshall_McLuhan|http://dbpedia.org/resource/Timothy_Leary|http://dbpedia.org/resource/Carl_Jung|http://dbpedia.org/resource/Jiddu_Krishnamurti|http://dbpedia.org/resource/Ananda_Coomaraswamy|http://dbpedia.org/resource/D._T._Suzuki|http://dbpedia.org/resource/Christmas_Humphreys|http://dbpedia.org/resource/Robert_Theobald|http://dbpedia.org/resource/Ruth_Fuller_Sasaki|http://dbpedia.org/resource/Jean_Burden|http://dbpedia.org/resource/John_Cage}","NULL","{Aesthetics|Ethics|Identity (social science)|Higher consciousness}","{http://dbpedia.org/resource/Aesthetics|http://dbpedia.org/resource/Ethics|http://dbpedia.org/resource/Identity_(social_science)|http://dbpedia.org/resource/Higher_consciousness}","NULL","NULL","NULL","NULL","{Christianity|Hinduism|Pantheism|Taoism|Zen|Religious naturalism}","{http://dbpedia.org/resource/Christianity|http://dbpedia.org/resource/Hinduism|http://dbpedia.org/resource/Pantheism|http://dbpedia.org/resource/Taoism|http://dbpedia.org/resource/Zen|http://dbpedia.org/resource/Religious_naturalism}","Eastern philosophy","http://dbpedia.org/resource/Eastern_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Alasdair_Cochrane","Alasdair Cochrane","NULL","NULL","NULL","NULL","1978","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Peter Singer|Tom Regan|Joseph Raz|Cécile Fabre}","{http://dbpedia.org/resource/Peter_Singer|http://dbpedia.org/resource/Tom_Regan|http://dbpedia.org/resource/Joseph_Raz|http://dbpedia.org/resource/Cécile_Fabre}","NULL","{Human rights|Political philosophy|Environmental ethics|Bioethics|Animal ethics}","{http://dbpedia.org/resource/Human_rights|http://dbpedia.org/resource/Political_philosophy|http://dbpedia.org/resource/Environmental_ethics|http://dbpedia.org/resource/Bioethics|http://dbpedia.org/resource/Animal_ethics}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","British academic","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Alasdair_MacIntyre","Alasdair MacIntyre","NULL","1929-01-12","Glasgow","http://dbpedia.org/resource/Glasgow","1929","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Rod Dreher|Stanley Hauerwas|Postliberal theology|Radical Orthodoxy}","{http://dbpedia.org/resource/Rod_Dreher|http://dbpedia.org/resource/Stanley_Hauerwas|http://dbpedia.org/resource/Postliberal_theology|http://dbpedia.org/resource/Radical_Orthodoxy}","{Aristotle|Augustine of Hippo|Friedrich Nietzsche|Georg Wilhelm Friedrich Hegel|Karl Marx|Søren Kierkegaard|Imre Lakatos|Edith Stein|John Henry Newman|R. G. Collingwood|Thomas Aquinas|Thomas Kuhn}","{http://dbpedia.org/resource/Aristotle|http://dbpedia.org/resource/Augustine_of_Hippo|http://dbpedia.org/resource/Friedrich_Nietzsche|http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel|http://dbpedia.org/resource/Karl_Marx|http://dbpedia.org/resource/Søren_Kierkegaard|http://dbpedia.org/resource/Imre_Lakatos|http://dbpedia.org/resource/Edith_Stein|http://dbpedia.org/resource/John_Henry_Newman|http://dbpedia.org/resource/R._G._Collingwood|http://dbpedia.org/resource/Thomas_Aquinas|http://dbpedia.org/resource/Thomas_Kuhn}","NULL","{Meta-ethics|Political philosophy|History of ethics}","{http://dbpedia.org/resource/Meta-ethics|http://dbpedia.org/resource/Political_philosophy|http://dbpedia.org/resource/History_of_ethics}","NULL","NULL","Virtue ethics","http://dbpedia.org/resource/Virtue_ethics","{Analytic philosophy|Thomism}","{http://dbpedia.org/resource/Analytic_philosophy|http://dbpedia.org/resource/Thomism}","Western philosophy","http://dbpedia.org/resource/Western_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Alastair_Hannay","Alastair Hannay","NULL","NULL","NULL","NULL","1932","NULL","NULL","NULL","NULL","NULL","NULL","Contemporary philosophy","http://dbpedia.org/resource/Contemporary_philosophy","NULL","NULL","NULL","Søren Kierkegaard","http://dbpedia.org/resource/Søren_Kierkegaard","NULL","{Ethics|Existentialism|History of philosophy}","{http://dbpedia.org/resource/Ethics|http://dbpedia.org/resource/Existentialism|http://dbpedia.org/resource/History_of_philosophy}","NULL","NULL","NULL","NULL","Continental philosophy","http://dbpedia.org/resource/Continental_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Albert_Camus","Albert Camus","NULL","1913-11-07","{French Algeria|El Taref Province|Dréan}","{http://dbpedia.org/resource/French_Algeria|http://dbpedia.org/resource/El_Taref_Province|http://dbpedia.org/resource/Dréan}","1913","NULL","NULL","1960-01-04","Villeblevin","http://dbpedia.org/resource/Villeblevin","1960","20th-century philosophy","http://dbpedia.org/resource/20th-century_philosophy","NULL","Michel Onfray","http://dbpedia.org/resource/Michel_Onfray","{Friedrich Nietzsche|Fyodor Dostoyevsky|Jean-Paul Sartre|Søren Kierkegaard|Shestov}","{http://dbpedia.org/resource/Friedrich_Nietzsche|http://dbpedia.org/resource/Fyodor_Dostoyevsky|http://dbpedia.org/resource/Jean-Paul_Sartre|http://dbpedia.org/resource/Søren_Kierkegaard|http://dbpedia.org/resource/Shestov}","NULL","{Ethics|Justice|Politics|Human nature}","{http://dbpedia.org/resource/Ethics|http://dbpedia.org/resource/Justice|http://dbpedia.org/resource/Politics|http://dbpedia.org/resource/Human_nature}","NULL","NULL","NULL","NULL","Absurdism","http://dbpedia.org/resource/Absurdism","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Albert_Caraco","Albert Caraco","NULL","1919-07-08","{Ottoman Empire|Istanbul}","{http://dbpedia.org/resource/Ottoman_Empire|http://dbpedia.org/resource/Istanbul}","1919","NULL","NULL","1971-09-07","{Paris|France}","{http://dbpedia.org/resource/Paris|http://dbpedia.org/resource/France}","1971","20th-century philosophy","http://dbpedia.org/resource/20th-century_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","{Art|Aesthetics|Ethics|Nihilism|Politics|Religion|Literature}","{http://dbpedia.org/resource/Art|http://dbpedia.org/resource/Aesthetics|http://dbpedia.org/resource/Ethics|http://dbpedia.org/resource/Nihilism|http://dbpedia.org/resource/Politics|http://dbpedia.org/resource/Religion|http://dbpedia.org/resource/Literature}","NULL","NULL","NULL","NULL","{Existentialism|Pessimism|Continental philosophy}","{http://dbpedia.org/resource/Existentialism|http://dbpedia.org/resource/Pessimism|http://dbpedia.org/resource/Continental_philosophy}","Western philosophy","http://dbpedia.org/resource/Western_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","French-Uruguayan philosopher","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Albert_Hofstadter","Albert Hofstadter","NULL","NULL","NULL","NULL","1910","NULL","NULL","1989-01-26","NULL","NULL","1989","20th-century philosophy","http://dbpedia.org/resource/20th-century_philosophy","NULL","NULL","NULL","{Edmund Husserl|Georg Wilhelm Friedrich Hegel|Martin Heidegger}","{http://dbpedia.org/resource/Edmund_Husserl|http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel|http://dbpedia.org/resource/Martin_Heidegger}","NULL","{Aesthetics|Philosophy and literature}","{http://dbpedia.org/resource/Aesthetics|http://dbpedia.org/resource/Philosophy_and_literature}","NULL","NULL","NULL","NULL","{Phenomenology (philosophy)|Continental philosophy}","{http://dbpedia.org/resource/Phenomenology_(philosophy)|http://dbpedia.org/resource/Continental_philosophy}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","twentieth-century Americanphilosopher","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Albert_M._Wolters","Albert M. Wolters","NULL","1942-03-30","Netherlands","http://dbpedia.org/resource/Netherlands","1942","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Albert_Rivaud","Albert Rivaud","NULL","1876-05-14","{Nice|France}","{http://dbpedia.org/resource/Nice|http://dbpedia.org/resource/France}","1876","NULL","NULL","1955-09-15","NULL","NULL","1955","NULL","NULL","NULL","NULL","NULL","{Gottfried Wilhelm Leibniz|Plato}","{http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz|http://dbpedia.org/resource/Plato}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Western philosophy","http://dbpedia.org/resource/Western_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","French philosopher","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Albertus_Magnus__Albert_the_Great__1","NULL","NULL","NULL","{Duchy of Bavaria|Lauingen}","{http://dbpedia.org/resource/Duchy_of_Bavaria|http://dbpedia.org/resource/Lauingen}","1200","NULL","NULL","NULL","Cologne","http://dbpedia.org/resource/Cologne","1280","Medieval philosophy","http://dbpedia.org/resource/Medieval_philosophy","NULL","{Nicholas of Cusa|Meister Eckhart|Thomas Aquinas|Scholasticism}","{http://dbpedia.org/resource/Nicholas_of_Cusa|http://dbpedia.org/resource/Meister_Eckhart|http://dbpedia.org/resource/Thomas_Aquinas|http://dbpedia.org/resource/Scholasticism}","{Aristotle|Maimonides|Pseudo-Dionysius the Areopagite|Averroes|Solomon ibn Gabirol|Jordan of Saxony|Avicenna|Al-Farabi|Liber de Causis}","{http://dbpedia.org/resource/Aristotle|http://dbpedia.org/resource/Maimonides|http://dbpedia.org/resource/Pseudo-Dionysius_the_Areopagite|http://dbpedia.org/resource/Averroes|http://dbpedia.org/resource/Solomon_ibn_Gabirol|http://dbpedia.org/resource/Jordan_of_Saxony|http://dbpedia.org/resource/Avicenna|http://dbpedia.org/resource/Al-Farabi|http://dbpedia.org/resource/Liber_de_Causis}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Scholasticism","http://dbpedia.org/resource/Scholasticism","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Aldo_Capitini","Aldo Capitini","NULL","1899-12-23","Perugia","http://dbpedia.org/resource/Perugia","1899","NULL","NULL","1968-10-19","Perugia","http://dbpedia.org/resource/Perugia","1968","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Nonviolence|Laïcité|Social liberalism|Catholic social teaching}","{http://dbpedia.org/resource/Nonviolence|http://dbpedia.org/resource/Laïcité|http://dbpedia.org/resource/Social_liberalism|http://dbpedia.org/resource/Catholic_social_teaching}","Western philosophy","http://dbpedia.org/resource/Western_philosophy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Italian theorist of non-violence","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Alejandro_Korn","Alejandro Korn","NULL","1860-05-03","{Buenos Aires|San Vicente Buenos Aires|Argentina}","{http://dbpedia.org/resource/Buenos_Aires|http://dbpedia.org/resource/San_Vicente,_Buenos_Aires|http://dbpedia.org/resource/Argentina}","1860","NULL","NULL","1936-10-09","{La Plata|Argentina}","{http://dbpedia.org/resource/La_Plata|http://dbpedia.org/resource/Argentina}","1936","20th-century philosophy","http://dbpedia.org/resource/20th-century_philosophy","NULL","{Juan José Arévalo|Pedro Henríquez Ureña|Francisco Romero (philosopher)|Risieri_Frondizi|Ángel_Vasallo|Luis_Aznar}","{http://dbpedia.org/resource/Juan_José_Arévalo|http://dbpedia.org/resource/Pedro_Henríquez_Ureña|http://dbpedia.org/resource/Francisco_Romero_(philosopher)|http://dbpedia.org/resource/Risieri_Frondizi|http://dbpedia.org/resource/Ángel_Vasallo|http://dbpedia.org/resource/Luis_Aznar}","{Georg Wilhelm Friedrich Hegel|Immanuel Kant}","{http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel|http://dbpedia.org/resource/Immanuel_Kant}","NULL","{Political freedom|Axiology}","{http://dbpedia.org/resource/Political_freedom|http://dbpedia.org/resource/Axiology}","NULL","NULL","Alejandro Korn","http://dbpedia.org/resource/Alejandro_Korn","{Positivism|Argentine university reform of 1918}","{http://dbpedia.org/resource/Positivism|http://dbpedia.org/resource/Argentine_university_reform_of_1918}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Argentine physician psychiatrist philosopher reformist politician","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Aleksandr_Dugin","Aleksandr Dugin","NULL","1962-01-07","{Soviet Union|Russian Soviet Federative Socialist Republic}","{http://dbpedia.org/resource/Soviet_Union|http://dbpedia.org/resource/Russian_Soviet_Federative_Socialist_Republic}","1962","NULL","NULL","NULL","NULL","NULL","NULL","Contemporary philosophy","http://dbpedia.org/resource/Contemporary_philosophy","NULL","NULL","NULL","{Aleister Crowley|Friedrich Nietzsche|Joseph Stalin|Max Weber|Oswald Spengler|Martin Heidegger|Julius Evola|Carl Schmitt|Halford Mackinder|René Guénon|Nikolay Vasilyevich Ustryalov|Vladimir Lenin|Dragoš Kalajić|Karl Haushofer|Ernst Niekisch}","{http://dbpedia.org/resource/Aleister_Crowley|http://dbpedia.org/resource/Friedrich_Nietzsche|http://dbpedia.org/resource/Joseph_Stalin|http://dbpedia.org/resource/Max_Weber|http://dbpedia.org/resource/Oswald_Spengler|http://dbpedia.org/resource/Martin_Heidegger|http://dbpedia.org/resource/Julius_Evola|http://dbpedia.org/resource/Carl_Schmitt|http://dbpedia.org/resource/Halford_Mackinder|http://dbpedia.org/resource/René_Guénon|http://dbpedia.org/resource/Nikolay_Vasilyevich_Ustryalov|http://dbpedia.org/resource/Vladimir_Lenin|http://dbpedia.org/resource/Dragoš_Kalajić|http://dbpedia.org/resource/Karl_Haushofer|http://dbpedia.org/resource/Ernst_Niekisch}","NULL","Geopolitics","http://dbpedia.org/resource/Geopolitics","NULL","NULL","{The Fourth Political Theory|Eurasianism}","{http://dbpedia.org/resource/The_Fourth_Political_Theory|http://dbpedia.org/resource/Eurasianism}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","Foundations of Geopolitics","http://dbpedia.org/resource/Foundations_of_Geopolitics","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Aleksei_Losev","Aleksei Losev","NULL","1893-09-23","{Novocherkassk|Don Host Oblast|Russian Empire}","{http://dbpedia.org/resource/Novocherkassk|http://dbpedia.org/resource/Don_Host_Oblast|http://dbpedia.org/resource/Russian_Empire}","1893","NULL","NULL","1988-05-24","{Moscow|Soviet Union}","{http://dbpedia.org/resource/Moscow|http://dbpedia.org/resource/Soviet_Union}","1988","NULL","NULL","NULL","NULL","NULL","{Vladimir Solovyov (philosopher)|Pavel Florensky}","{http://dbpedia.org/resource/Vladimir_Solovyov_(philosopher)|http://dbpedia.org/resource/Pavel_Florensky}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|person|philosopher|Q5|Person|Q215627|DUL.owl#NaturalPerson|agent|DUL.owl#Agent|Q4964182}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Person|http://dbpedia.org/ontology/Philosopher|http://www.wikidata.org/entity/Q5|http://xmlns.com/foaf/0.1/Person|http://schema.org/Person|http://www.wikidata.org/entity/Q215627|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson|http://dbpedia.org/ontology/Agent|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent|http://www.wikidata.org/entity/Q4964182}","NULL","NULL","NULL","NULL","NULL","NULL"
